0	62.9032
1	52.4194
2	47.5806
3	48.3871
4	46.2366
5	46.7742
6	46.7742
7	45.1613
8	44.8925
9	45.1613
10	45.6989
11	45.4301
12	45.4301
13	45.4301
14	46.2366
15	47.043
16	45.4301
17	44.3548
18	46.2366
19	44.3548
20	44.086
21	45.4301
22	45.4301
23	46.7742
24	45.6989
25	45.1613
26	45.4301
27	45.6989
28	45.4301
29	43.8172
30	46.2366
31	44.086
32	44.8925
33	45.6989
34	45.9677
35	45.1613
36	44.6237
37	45.6989
38	46.2366
39	44.8925
40	44.8925
41	45.9677
42	45.9677
43	45.4301
44	45.9677
45	46.7742
46	44.8925
47	44.3548
48	45.6989
49	44.3548
50	45.4301
51	46.7742
52	47.043
53	45.9677
54	44.6237
55	45.9677
56	44.086
57	45.1613
58	45.4301
59	45.9677
60	43.2796
61	45.9677
62	45.9677
63	45.6989
64	43.8172
65	45.6989
66	45.9677
67	45.1613
68	44.3548
69	46.5054
70	44.6237
71	45.1613
72	46.7742
73	44.3548
74	44.3548
75	46.7742
76	44.6237
77	45.6989
78	45.4301
79	45.1613
80	46.7742
81	45.1613
82	45.4301
83	44.6237
84	45.6989
85	45.9677
86	45.1613
87	46.7742
88	45.9677
89	44.6237
90	44.3548
91	46.2366
92	45.9677
93	45.6989
94	45.1613
95	45.9677
96	44.8925
97	45.6989
98	45.6989
99	45.4301
100	46.5054
101	46.5054
102	45.6989
103	44.8925
104	44.3548
105	46.2366
106	47.043
107	46.5054
108	45.6989
109	44.8925
110	45.1613
111	44.3548
112	43.5484
113	46.2366
114	46.2366
115	45.6989
116	45.1613
117	45.1613
118	46.5054
119	45.4301
120	46.2366
121	45.6989
122	45.6989
123	45.9677
124	45.6989
125	45.1613
126	46.2366
127	46.5054
128	45.1613
129	45.4301
130	44.3548
131	45.1613
132	46.5054
133	45.1613
134	44.8925
135	45.4301
136	44.3548
137	43.5484
138	44.8925
139	44.8925
140	44.3548
141	45.1613
142	45.6989
143	45.4301
144	45.1613
145	46.5054
146	44.8925
147	45.4301
148	44.6237
149	45.9677
150	44.8925
151	45.9677
152	46.5054
153	45.1613
154	46.7742
155	46.2366
156	44.086
157	45.9677
158	43.8172
159	46.5054
160	45.1613
161	45.4301
162	44.086
163	47.043
164	46.7742
165	44.8925
166	45.6989
167	44.3548
168	44.086
169	47.043
170	46.2366
171	44.086
172	44.6237
173	44.8925
174	44.3548
175	45.4301
176	45.6989
177	44.3548
178	44.3548
179	45.6989
180	45.9677
181	43.0108
182	45.6989
183	44.8925
184	45.4301
185	45.4301
186	44.3548
187	44.8925
188	44.6237
189	45.1613
190	44.8925
191	46.5054
192	45.1613
193	44.6237
194	45.1613
195	44.8925
196	48.1183
197	46.7742
198	44.6237
199	45.4301
200	45.1613
201	45.6989
202	43.8172
203	45.6989
204	45.6989
205	45.4301
206	44.086
207	44.8925
208	44.8925
209	44.8925
210	45.4301
211	44.3548
212	44.3548
213	45.9677
214	44.086
215	44.086
216	45.1613
217	45.6989
218	45.4301
219	45.1613
220	45.1613
221	45.4301
