0	62.6344
1	50.5376
2	45.6989
3	44.086
4	42.7419
5	42.7419
6	41.6667
7	41.3978
8	42.7419
9	40.3226
10	41.3978
11	41.129
12	39.7849
13	40.3226
14	40.3226
15	40.8602
16	40.8602
17	38.7097
18	37.9032
19	40.8602
20	40.5914
21	40.3226
22	40.3226
23	40.3226
24	40.3226
25	40.3226
26	39.7849
27	39.7849
28	40.3226
29	39.7849
30	40.3226
31	39.2473
32	40.8602
33	40.8602
34	40.3226
35	40.3226
36	39.2473
37	40.3226
38	40.0538
39	40.5914
40	40.8602
41	38.172
42	40.3226
43	40.3226
44	40.3226
45	40.3226
46	38.7097
47	39.7849
48	40.8602
49	39.7849
50	40.8602
51	39.7849
52	40.3226
53	40.3226
54	40.8602
55	41.3978
56	41.3978
57	39.2473
58	40.5914
59	38.9785
60	41.129
61	40.3226
62	39.2473
63	40.3226
64	39.7849
65	38.7097
66	40.5914
67	39.5161
68	38.9785
69	39.7849
70	38.7097
71	41.129
72	38.9785
73	39.7849
74	39.7849
75	40.5914
76	39.7849
77	40.3226
78	39.7849
79	40.3226
80	39.7849
81	39.7849
82	40.3226
83	40.8602
84	38.4409
85	40.8602
86	41.3978
87	39.2473
88	40.8602
89	39.7849
90	40.8602
91	40.8602
92	40.3226
93	40.3226
94	39.2473
95	41.3978
96	41.3978
97	40.8602
98	40.8602
99	39.5161
100	39.7849
101	38.7097
102	38.9785
103	40.8602
104	38.7097
105	40.5914
106	39.7849
107	39.2473
108	37.9032
109	41.129
110	39.7849
111	39.7849
112	39.7849
113	40.3226
114	39.7849
115	39.7849
116	39.7849
117	39.7849
118	39.7849
119	40.3226
120	40.8602
121	38.9785
122	40.3226
123	40.3226
124	40.0538
125	39.7849
126	38.7097
127	40.0538
128	40.3226
129	41.129
130	39.2473
131	38.4409
132	41.129
133	39.7849
134	39.5161
135	40.3226
136	40.5914
137	38.4409
138	40.3226
139	40.0538
140	40.3226
141	39.7849
142	39.7849
143	39.7849
144	39.2473
145	39.7849
146	39.7849
147	39.7849
148	39.7849
149	39.7849
150	39.7849
151	39.7849
152	40.8602
153	40.8602
154	39.2473
155	39.2473
156	40.3226
157	40.3226
158	39.7849
159	39.2473
160	40.8602
161	39.7849
162	39.7849
163	39.2473
164	40.3226
165	40.8602
166	39.7849
167	40.8602
168	39.2473
169	40.3226
170	39.2473
171	39.7849
172	39.7849
173	39.7849
174	37.9032
175	41.129
176	39.7849
177	38.172
178	40.0538
179	40.3226
180	40.0538
181	38.4409
182	40.0538
183	40.3226
184	39.2473
185	39.7849
186	39.7849
187	39.7849
188	38.7097
189	39.5161
190	40.8602
191	38.7097
192	39.2473
193	39.2473
194	39.2473
195	41.129
196	40.8602
197	39.7849
198	38.7097
199	40.8602
200	39.7849
201	38.9785
202	39.7849
203	41.3978
204	39.5161
205	39.2473
206	38.9785
207	39.7849
208	40.5914
209	40.3226
210	39.7849
211	39.2473
212	39.7849
213	39.2473
214	40.8602
215	39.2473
216	39.2473
217	40.3226
218	40.8602
219	39.7849
220	40.3226
221	39.7849
222	40.3226
223	40.3226
224	40.3226
225	39.7849
226	39.7849
227	39.7849
228	39.7849
229	39.7849
230	39.7849
231	38.7097
232	40.8602
233	39.7849
234	40.3226
235	39.7849
236	40.8602
237	40.3226
238	38.9785
239	42.4731
