0	14.8069	7.57082
1	8.79828	2.27039
2	6.43777	1.09871
3	7.08155	1.39056
4	7.29614	1.31438
5	7.08155	1.54936
6	6.86695	1.09871
7	7.29614	1.09871
8	7.51073	1.71674
9	6.65236	1.03112
10	7.08155	0.965665
11	7.29614	1.24034
12	6.86695	1.16845
13	7.29614	1.46888
14	6.86695	0.965665
15	6.00858	0.782189
16	6.43777	0.90236
17	6.86695	1.09871
18	6.86695	1.16845
19	6.43777	1.03112
20	6.86695	1.24034
21	6.43777	0.90236
22	6.86695	1.24034
23	6.86695	1.24034
24	6.43777	0.782189
25	6.43777	0.90236
26	6.43777	0.965665
27	6.43777	1.03112
28	7.29614	1.31438
29	7.08155	1.31438
30	6.22318	0.670601
31	6.86695	1.24034
32	7.51073	1.54936
33	6.00858	0.670601
34	6.86695	0.90236
35	6.86695	0.965665
36	6.86695	1.09871
37	6.43777	1.03112
38	6.86695	1.16845
39	6.43777	0.90236
40	6.86695	1.03112
41	6.43777	0.90236
42	6.86695	1.09871
43	6.86695	1.24034
44	6.00858	0.782189
45	6.43777	0.965665
46	6.86695	1.03112
47	6.43777	0.841202
48	6.86695	0.90236
49	6.43777	0.782189
50	6.43777	0.965665
51	6.86695	0.965665
52	5.79399	0.618026
53	6.86695	1.16845
54	6.43777	1.03112
55	7.51073	1.16845
56	6.86695	1.03112
57	6.43777	0.965665
58	6.86695	0.965665
59	6.86695	1.16845
60	6.43777	0.965665
61	6.86695	1.03112
62	6.86695	1.16845
63	6.00858	0.782189
64	6.86695	1.09871
65	6.86695	1.16845
66	6.43777	0.670601
67	6.43777	0.90236
68	6.86695	1.16845
69	6.43777	0.965665
70	7.29614	1.39056
71	6.43777	0.841202
72	6.00858	0.782189
73	6.86695	1.09871
74	6.43777	0.965665
75	7.51073	1.24034
76	6.22318	0.670601
77	6.43777	0.782189
78	6.86695	1.16845
79	6.00858	0.725322
80	7.29614	1.39056
81	7.08155	1.24034
82	6.86695	0.90236
83	5.79399	0.618026
84	6.43777	0.965665
85	7.29614	1.46888
86	6.43777	0.841202
87	6.43777	0.90236
88	6.43777	0.90236
89	6.86695	1.03112
90	6.86695	1.16845
91	6.00858	0.782189
92	6.43777	0.90236
93	7.93991	1.80365
94	6.22318	0.782189
95	6.43777	0.841202
96	6.86695	0.965665
97	6.00858	0.670601
98	6.86695	1.24034
99	6.43777	0.782189
100	6.43777	0.90236
101	6.86695	1.24034
102	6.43777	0.725322
103	7.51073	1.24034
104	6.43777	0.841202
105	6.22318	0.782189
106	6.00858	0.725322
107	6.43777	0.965665
108	7.72532	1.63197
109	6.00858	0.725322
110	6.43777	0.90236
111	7.29614	1.46888
112	6.43777	0.782189
113	6.43777	0.90236
114	6.86695	1.16845
115	6.43777	0.965665
116	7.51073	1.46888
117	6.00858	0.618026
118	5.79399	0.618026
119	6.86695	1.09871
120	6.43777	0.90236
121	6.86695	1.24034
122	6.00858	0.670601
123	7.51073	1.46888
124	6.86695	0.965665
125	5.79399	0.618026
126	7.29614	1.39056
127	6.43777	0.725322
128	6.43777	0.965665
129	6.43777	1.03112
130	6.43777	0.965665
131	7.08155	1.16845
132	5.79399	0.567597
133	6.86695	1.16845
134	6.43777	0.90236
135	6.86695	1.03112
136	6.86695	1.16845
137	6.43777	0.90236
138	7.93991	1.80365
139	6.86695	1.03112
140	6.43777	0.782189
141	5.79399	0.567597
142	6.86695	1.09871
143	7.51073	1.39056
144	5.36481	0.387339
145	6.86695	1.24034
146	7.08155	1.24034
147	6.86695	0.965665
148	6.22318	0.725322
149	6.65236	0.965665
150	6.86695	0.90236
151	6.22318	0.782189
152	6.00858	0.670601
153	6.86695	1.24034
154	6.43777	0.782189
155	6.86695	1.09871
156	6.86695	1.16845
157	6.43777	0.965665
158	6.00858	0.782189
159	6.86695	1.09871
160	7.08155	1.24034
161	5.79399	0.567597
162	7.29614	1.39056
163	6.43777	0.965665
164	6.43777	0.965665
165	6.43777	0.90236
166	7.51073	1.46888
167	6.43777	0.725322
168	6.22318	0.725322
169	6.86695	1.09871
170	6.43777	0.841202
171	6.43777	0.90236
172	6.86695	1.16845
173	6.00858	0.618026
174	6.86695	1.16845
175	6.86695	1.03112
176	6.43777	0.965665
177	7.93991	1.8927
178	6.43777	1.03112
179	6.43777	0.90236
180	6.86695	1.16845
181	6.43777	0.965665
182	7.51073	1.54936
183	5.79399	0.519313
184	6.22318	0.670601
185	7.08155	1.09871
186	6.22318	0.782189
187	6.86695	0.90236
188	7.08155	0.965665
189	6.86695	1.03112
190	5.79399	0.618026
191	6.86695	1.09871
192	6.43777	0.965665
193	7.51073	1.54936
194	5.79399	0.567597
195	6.86695	1.16845
196	6.43777	0.965665
197	7.08155	1.03112
198	6.43777	0.782189
199	6.22318	0.841202
200	6.43777	0.965665
201	7.93991	1.80365
202	6.00858	0.567597
203	5.79399	0.519313
204	6.86695	1.16845
205	6.00858	0.782189
206	7.51073	1.54936
207	6.86695	0.965665
208	5.79399	0.567597
209	6.43777	0.841202
210	6.86695	1.16845
211	7.08155	1.24034
212	6.43777	0.841202
213	6.86695	0.90236
214	5.79399	0.618026
215	7.51073	1.46888
216	5.36481	0.429185
217	6.43777	0.965665
218	6.86695	1.16845
219	6.43777	0.965665
220	7.08155	1.09871
221	6.86695	1.03112
222	6.22318	0.782189
223	6.00858	0.670601
224	7.29614	1.39056
225	6.43777	0.90236
226	6.43777	0.965665
227	6.86695	1.16845
228	7.08155	1.09871
229	5.36481	0.387339
230	7.29614	1.31438
231	6.43777	0.782189
232	6.43777	0.841202
233	6.43777	0.90236
234	6.43777	0.965665
235	6.86695	1.09871
236	6.43777	0.965665
237	7.93991	1.80365
238	6.43777	0.841202
239	6.22318	0.782189
240	6.43777	0.965665
241	6.43777	0.90236
242	6.86695	1.09871
243	7.08155	1.09871
244	6.43777	0.841202
245	6.22318	0.782189
246	6.65236	0.965665
247	6.86695	0.965665
248	5.79399	0.618026
249	6.43777	1.03112
250	6.86695	1.16845
251	6.43777	0.965665
252	7.08155	1.09871
253	6.86695	1.03112
254	5.36481	0.429185
255	6.43777	0.965665
256	6.86695	1.16845
257	6.43777	0.965665
258	6.86695	1.09871
259	6.00858	0.782189
260	6.86695	1.16845
261	7.08155	1.24034
262	6.22318	0.670601
263	6.86695	1.16845
264	7.51073	1.46888
265	5.79399	0.567597
266	7.51073	1.46888
267	6.22318	0.725322
268	7.08155	1.03112
269	5.79399	0.618026
270	6.43777	0.841202
271	6.86695	1.16845
272	6.43777	0.90236
273	6.86695	1.16845
274	7.08155	1.09871
275	5.79399	0.567597
276	7.51073	1.46888
277	6.22318	0.618026
278	6.00858	0.782189
279	6.86695	1.16845
280	6.86695	1.09871
281	7.08155	1.09871
282	6.86695	0.965665
283	6.43777	0.841202
284	6.22318	0.90236
285	6.43777	0.965665
286	6.86695	1.16845
287	6.43777	0.965665
288	7.51073	1.31438
289	6.00858	0.782189
290	6.43777	0.841202
291	6.86695	0.90236
292	6.22318	0.782189
293	6.43777	1.03112
294	6.86695	1.16845
295	6.43777	0.841202
296	7.51073	1.46888
297	6.22318	0.725322
298	6.86695	1.03112
299	7.08155	1.03112
300	5.79399	0.519313
301	6.86695	1.16845
302	6.43777	0.725322
303	6.43777	0.841202
304	7.51073	1.46888
305	5.79399	0.519313
306	6.43777	0.725322
307	7.29614	1.24034
308	6.43777	0.841202
309	6.86695	1.03112
310	7.08155	1.16845
311	6.22318	0.725322
312	7.51073	1.46888
313	5.79399	0.618026
314	7.29614	1.39056
315	6.43777	0.670601
316	6.43777	0.670601
317	6.86695	1.16845
318	6.43777	0.841202
319	7.51073	1.31438
320	6.00858	0.618026
321	6.86695	0.965665
322	5.79399	0.519313
323	6.86695	1.16845
324	6.43777	0.841202
325	6.65236	1.03112
326	5.79399	0.567597
327	6.43777	0.965665
328	7.72532	1.71674
329	6.43777	0.782189
330	6.43777	0.965665
331	7.08155	1.09871
332	5.79399	0.519313
333	6.86695	1.03112
334	6.00858	0.670601
335	6.86695	1.09871
336	6.43777	0.965665
337	6.86695	1.16845
338	6.43777	0.90236
339	7.08155	1.16845
340	6.22318	0.618026
341	6.86695	1.09871
342	6.00858	0.782189
343	6.86695	1.09871
344	6.43777	0.965665
345	7.08155	1.16845
346	7.29614	1.24034
